"Town","FIPS","Year","Grade","Race","SubsidizedMealEligibility","LanguageTrack","Disability","MeasureType","Variable","Value"
"Waterford","0901180280",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",14.05
"Watertown","0900580490",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",19.91
"West Hartford","0900382590",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",12.82
"West Haven","0900982870",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",21.11
"Wethersfield","0900384900",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",19.84
"Windham","0901586790",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",21.83
"Windsor","0900387000",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",14.01
"Windsor Locks","0900387070",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",19.01
"Wolcott","0900987560",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",9.57
"Woodbury","0900587910",2013,NA,NA,"Free Meals",NA,NA,"Percent","Students Chronically Absent",11.98
"Ansonia","0900901220",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",8.99
"Bethlehem","0900504930",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",6.9
"Bridgeport","0900108070",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",20.13
"Bristol","0900308490",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",10.37
"Canterbury","0901512130",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",8
"Canton","0900312270",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",5.41
"Columbia","0901316400",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",20
"Connecticut","09",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",10.67
"Danbury","0900118500",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",8.78
"East Hartford","0900322630",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",6.57
"East Haven","0900922910",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",18.08
"Enfield","0900325990",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",11.9
"Groton","0901134250",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",11.56
"Hamden","0900935650",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",14.01
"Hartford","0900337070",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",5.06
"Killingly","0901540500",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",15
"Manchester","0900344700",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",18.67
"Meriden","0900946520",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",8.12
"Middletown","0900747360",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",11.83
"Milford","0900947535",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",15.24
"Montville","0901148900",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",8.16
"Naugatuck","0900949950",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",12.26
"New Britain","0900350440",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",15.76
"New Haven","0900952070",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",14.39
"New Milford","0900552630",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",12.2
"Newington","0900352140",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",11.38
"North Canaan","0900554030",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",11.76
"Norwalk","0900156060",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",10.2
"Norwich","0901156270",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",10.23
"Orange","0900957600",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",10
"Plainfield","0901559980",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",16.37
"Plainville","0900360120",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",11.7
"Salisbury","0900566420",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",20
"Shelton","0900168170",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",8.27
"Southington","0900370550",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",11.96
"Stamford","0900173070",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",6.99
"Stonington","0901173770",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",21.05
"Stratford","0900174190",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",7.81
"Torrington","0900576570",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",11.08
"Vernon","0901378250",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",13.04
"Wallingford","0900978740",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",15.07
"Waterbury","0900980070",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",9.57
"Watertown","0900580490",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",15.61
"West Hartford","0900382590",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",6.08
"West Haven","0900982870",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",12.18
"Westbrook","0900781680",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",10.53
"Weston","0900183430",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",11.11
"Westport","0900183500",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",5.41
"Windham","0901586790",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",10.98
"Woodbury","0900587910",2012,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",6.9
"Bridgeport","0900108070",2013,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",40.51
"Bristol","0900308490",2013,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",9.82
"Connecticut","09",2013,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",10.38
"Danbury","0900118500",2013,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",9.21
"East Hartford","0900322630",2013,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",10.62
"East Haven","0900922910",2013,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",13.95
"Enfield","0900325990",2013,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",9.58
"Fairfield","0900126620",2013,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",9.39
"Greenwich","0900133620",2013,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",9.55
"Groton","0901134250",2013,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",12.2
"Hamden","0900935650",2013,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",14.51
"Hartford","0900337070",2013,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",5.93
"Killingly","0901540500",2013,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",17.02
"Manchester","0900344700",2013,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",7.33
"Meriden","0900946520",2013,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",12.08
"Middletown","0900747360",2013,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",8.07
"Milford","0900947535",2013,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",15.49
"Naugatuck","0900949950",2013,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",11.97
"New Britain","0900350440",2013,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",13.01
"New Haven","0900952070",2013,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",9.04
"New London","0901152350",2013,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",9.17
"New Milford","0900552630",2013,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",10.88
"North Branford","0900953890",2013,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",18.69
"North Haven","0900954870",2013,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",14.71
"Norwalk","0900156060",2013,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",8.25
"Norwich","0901156270",2013,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",7.62
"Plainville","0900360120",2013,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",15.63
"Seymour","0900967610",2013,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",13.1
"Shelton","0900168170",2013,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",14.68
"Somers","0901369220",2013,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",34.33
"Southington","0900370550",2013,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",10.63
"Stamford","0900173070",2013,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",10.6
"Stratford","0900174190",2013,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",10.82
"Torrington","0900576570",2013,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",9.91
"Wallingford","0900978740",2013,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",10.84
"Waterbury","0900980070",2013,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",10.78
"West Hartford","0900382590",2013,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",6.75
"West Haven","0900982870",2013,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",11.25
"Wethersfield","0900384900",2013,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",12.18
"Windham","0901586790",2013,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",10.57
"Windsor","0900387000",2013,NA,NA,"Reduced Meals",NA,NA,"Percent","Students Chronically Absent",9.42
"Ansonia","0900901220",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",7.13
"Ashford","0901501430",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",7.41
"Avon","0900302060",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",3.82
"Beacon Falls","0900903250",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",6.46
"Berlin","0900304300",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",4.08
"Bethel","0900104720",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",4.3
"Bethlehem","0900504930",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",2.74
"Bloomfield","0900305910",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",4.36
"Branford","0900907310",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",6.22
"Bridgewater","0900508210",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",6.94
"Bristol","0900308490",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",5.52
"Brookfield","0900108980",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",4.42
"Brooklyn","0901509190",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",3.95
"Burlington","0900310100",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",8.37
"Canton","0900312270",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",3.27
"Cheshire","0900914160",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",4.72
"Clinton","0900715350",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",9.16
"Colchester","0901115910",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",2.14
"Columbia","0901316400",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",6.48
"Connecticut","09",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",6.66
"Coventry","0901317800",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",5.06
"Cromwell","0900718080",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",4.85
"Danbury","0900118500",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",10.16
"Darien","0900118850",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",4.08
"Derby","0900919550",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",6.7
"Durham","0900720810",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",4.05
"East Granby","0900322070",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",4.84
"East Haddam","0900722280",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",6.45
"East Hampton","0900722490",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",3.77
"East Hartford","0900322630",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",6.5
"East Haven","0900922910",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",13.84
"East Lyme","0901123400",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",4.9
"East Windsor","0900324800",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",7.61
"Easton","0900123890",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",3.98
"Ellington","0901325360",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",3.28
"Enfield","0900325990",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",8
"Fairfield","0900126620",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",4.33
"Farmington","0900327600",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",4.55
"Glastonbury","0900331240",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",2.77
"Goshen","0900532290",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",3.56
"Granby","0900332640",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",3.63
"Greenwich","0900133620",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",4.74
"Griswold","0901133900",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",7.37
"Groton","0901134250",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",10.2
"Guilford","0900934950",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",5.51
"Haddam","0900735230",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",3.91
"Hamden","0900935650",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",9
"Hartford","0900337070",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",6.14
"Harwinton","0900537280",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",8.37
"Hebron","0901337910",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",3.39
"Killingly","0901540500",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",10.11
"Killingworth","0900740710",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",3.91
"Lebanon","0901142390",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",8.96
"Ledyard","0901142600",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",8.02
"Litchfield","0900543370",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",5.45
"Lyme","0901144210",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",3.86
"Madison","0900944560",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",3.98
"Manchester","0900344700",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",17.35
"Mansfield","0901344910",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",4.19
"Marlborough","0900345820",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",3.61
"Meriden","0900946520",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",6.25
"Middlebury","0900946940",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",4.11
"Middlefield","0900747080",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",4.05
"Middletown","0900747360",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",7.28
"Milford","0900947535",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",7.14
"Monroe","0900148620",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",5.84
"Montville","0901148900",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",5.82
"Morris","0900549460",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",3.56
"Naugatuck","0900949950",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",8.04
"New Britain","0900350440",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",21.08
"New Canaan","0900150580",2012,NA,NA,"Full Price",NA,NA,"Percent","Students Chronically Absent",9.02
